CustomerID,Gender,Tenure,MonthlyCharges,ContractType,PaymentMethod,Churn,customer_id
CUST-00193,Female,12,118.77,Month-to-month,Credit card,No,CUST_0193
CUST-00194,Male,28,55.48,Two year,Mailed check,No,CUST_0194
CUST-00195,Female,18,91.53,Two year,Electronic check,No,CUST_0195
CUST-00196,Female,1,117.78,Month-to-month,Credit card,Yes,CUST_0196
CUST-00197,Male,19,119.06,Two year,Electronic check,No,CUST_0197
CUST-00198,Male,20,92.18,One year,Mailed check,No,CUST_0198
CUST-00199,Female,58,45.84,Two year,Electronic check,No,CUST_0199
CUST-00200,Male,69,78.18,One year,Mailed check,No,CUST_0200
CUST-00201,Male,38,48.49,Month-to-month,Credit card,Yes,CUST_0201
CUST-00202,Male,50,117.82,One year,Bank transfer,Yes,CUST_0202
CUST-00203,Male,58,66.67,Month-to-month,Electronic check,Yes,CUST_0203
CUST-00204,Male,26,72.39,Two year,Credit card,No,CUST_0204
CUST-00205,Male,27,106.73,Month-to-month,Mailed check,Yes,CUST_0205
CUST-00206,Female,41,112.13,Month-to-month,Electronic check,Yes,CUST_0206
CUST-00207,Female,39,82.87,Two year,Credit card,No,CUST_0207
CUST-00208,Female,39,27.7,Month-to-month,Electronic check,No,CUST_0208
CUST-00209,Male,56,115.82,One year,Bank transfer,No,CUST_0209
CUST-00210,Female,45,54.07,Month-to-month,Bank transfer,Yes,CUST_0210
CUST-00211,Male,12,53.77,Month-to-month,Mailed check,No,CUST_0211
CUST-00212,Male,2,36.56,Two year,Mailed check,No,CUST_0212
CUST-00213,Female,66,31.94,Two year,Electronic check,No,CUST_0213
CUST-00214,Male,52,67.25,Two year,Electronic check,No,CUST_0214
CUST-00215,Female,17,36.65,One year,Credit card,Yes,CUST_0215
CUST-00216,Female,38,72.85,Month-to-month,Bank transfer,Yes,CUST_0216
CUST-00217,Female,8,106.72,Month-to-month,Bank transfer,Yes,CUST_0217
CUST-00218,Female,48,64.36,Two year,Mailed check,No,CUST_0218
CUST-00219,Female,71,94.47,Two year,Electronic check,No,CUST_0219
CUST-00220,Female,7,67.17,Month-to-month,Bank transfer,Yes,CUST_0220
CUST-00221,Male,1,97.94,Two year,Credit card,No,CUST_0221
CUST-00222,Male,72,79.87,Month-to-month,Mailed check,No,CUST_0222
CUST-00223,Female,46,25.62,Month-to-month,Credit card,No,CUST_0223
CUST-00224,Male,15,42.67,Month-to-month,Mailed check,No,CUST_0224
CUST-00225,Male,37,31.2,Month-to-month,Credit card,Yes,CUST_0225
CUST-00226,Male,4,61.55,Month-to-month,Electronic check,Yes,CUST_0226
CUST-00227,Female,31,62.68,Two year,Electronic check,No,CUST_0227
CUST-00228,Male,56,75.25,Month-to-month,Electronic check,No,CUST_0228
CUST-00229,Male,51,71.2,Month-to-month,Electronic check,Yes,CUST_0229
CUST-00230,Female,41,97.92,Two year,Bank transfer,No,CUST_0230
CUST-00231,Male,49,67.0,Two year,Mailed check,No,CUST_0231
CUST-00232,Male,52,103.48,Month-to-month,Credit card,Yes,CUST_0232
CUST-00233,Male,49,32.98,Month-to-month,Electronic check,Yes,CUST_0233
CUST-00234,Male,56,40.28,One year,Bank transfer,Yes,CUST_0234
CUST-00235,Male,70,79.57,Month-to-month,Electronic check,Yes,CUST_0235
CUST-00236,Male,28,95.82,One year,Bank transfer,Yes,CUST_0236
CUST-00237,Male,23,83.37,Month-to-month,Bank transfer,No,CUST_0237
CUST-00238,Female,61,58.42,Month-to-month,Bank transfer,Yes,CUST_0238
CUST-00239,Male,18,68.11,Month-to-month,Electronic check,Yes,CUST_0239
CUST-00240,Male,25,97.49,Two year,Electronic check,No,CUST_0240
CUST-00241,Male,72,73.55,Month-to-month,Bank transfer,Yes,CUST_0241
CUST-00242,Male,50,68.52,Two year,Credit card,No,CUST_0242
CUST-00243,Female,47,103.75,Month-to-month,Electronic check,Yes,CUST_0243
CUST-00244,Female,54,24.03,Two year,Electronic check,No,CUST_0244
CUST-00245,Female,20,107.83,Month-to-month,Electronic check,Yes,CUST_0245
CUST-00246,Male,37,75.97,Month-to-month,Credit card,No,CUST_0246
CUST-00247,Female,17,30.6,Two year,Credit card,No,CUST_0247
CUST-00248,Male,18,110.29,Two year,Electronic check,No,CUST_0248
CUST-00249,Female,2,38.21,One year,Mailed check,Yes,CUST_0249
CUST-00250,Female,10,48.68,Month-to-month,Mailed check,No,CUST_0250
CUST-00251,Male,3,21.49,One year,Credit card,Yes,CUST_0251
CUST-00252,Female,19,92.28,Two year,Electronic check,No,CUST_0252
CUST-00253,Female,63,74.9,Two year,Bank transfer,No,CUST_0253
CUST-00254,Female,56,98.44,Month-to-month,Credit card,Yes,CUST_0254
CUST-00255,Male,18,66.55,Two year,Credit card,No,CUST_0255
CUST-00256,Male,11,117.03,Month-to-month,Electronic check,Yes,CUST_0256
CUST-00257,Female,18,23.15,One year,Bank transfer,No,CUST_0257
CUST-00258,Male,54,36.97,Month-to-month,Mailed check,Yes,CUST_0258
CUST-00259,Male,59,45.69,Two year,Mailed check,No,CUST_0259
CUST-00260,Male,55,106.81,Month-to-month,Credit card,Yes,CUST_0260
CUST-00261,Female,24,39.42,Two year,Electronic check,No,CUST_0261
CUST-00262,Male,59,96.8,Month-to-month,Electronic check,Yes,CUST_0262
CUST-00263,Female,66,41.33,Month-to-month,Credit card,No,CUST_0263
CUST-00264,Male,55,59.53,Two year,Electronic check,No,CUST_0264
CUST-00265,Male,71,38.62,Month-to-month,Electronic check,No,CUST_0265
CUST-00266,Female,58,117.03,One year,Bank transfer,Yes,CUST_0266
CUST-00267,Female,50,32.15,Two year,Mailed check,No,CUST_0267
CUST-00268,Male,46,78.51,One year,Electronic check,No,CUST_0268
CUST-00269,Female,29,98.93,One year,Bank transfer,No,CUST_0269
CUST-00270,Female,24,58.45,Two year,Credit card,No,CUST_0270
CUST-00271,Male,55,86.89,Month-to-month,Electronic check,Yes,CUST_0271
CUST-00272,Female,1,58.24,One year,Mailed check,No,CUST_0272
CUST-00273,Male,64,55.24,Month-to-month,Electronic check,No,CUST_0273
CUST-00274,Male,31,65.59,One year,Electronic check,No,CUST_0274
CUST-00275,Female,65,59.84,One year,Electronic check,No,CUST_0275
CUST-00276,Male,35,67.22,Month-to-month,Bank transfer,No,CUST_0276
CUST-00277,Male,53,58.89,One year,Bank transfer,No,CUST_0277
CUST-00278,Male,70,64.25,Two year,Mailed check,No,CUST_0278
CUST-00279,Female,47,88.26,Month-to-month,Credit card,Yes,CUST_0279
CUST-00280,Female,5,26.63,Two year,Credit card,No,CUST_0280
CUST-00281,Male,5,81.97,One year,Electronic check,Yes,CUST_0281
CUST-00282,Female,62,31.84,Month-to-month,Credit card,No,CUST_0282
CUST-00283,Male,48,77.81,One year,Credit card,Yes,CUST_0283
CUST-00284,Female,15,118.25,One year,Bank transfer,Yes,CUST_0284
CUST-00285,Female,62,113.15,Two year,Bank transfer,No,CUST_0285
CUST-00286,Female,11,89.7,Two year,Mailed check,No,CUST_0286
CUST-00287,Male,19,113.96,One year,Electronic check,Yes,CUST_0287
CUST-00288,Male,68,114.33,Month-to-month,Credit card,Yes,CUST_0288
CUST-00289,Female,36,28.94,Month-to-month,Electronic check,Yes,CUST_0289
CUST-00290,Female,60,25.49,Month-to-month,Electronic check,Yes,CUST_0290
CUST-00291,Male,67,31.54,Two year,Credit card,No,CUST_0291
CUST-00292,Male,11,60.66,Month-to-month,Mailed check,Yes,CUST_0292
CUST-00293,Female,67,49.82,Month-to-month,Electronic check,No,CUST_0293
CUST-00294,Male,12,34.52,Month-to-month,Mailed check,No,CUST_0294
CUST-00295,Female,32,27.27,Month-to-month,Mailed check,Yes,CUST_0295
CUST-00296,Male,61,68.03,Month-to-month,Credit card,No,CUST_0296
CUST-00297,Female,10,20.96,Month-to-month,Mailed check,Yes,CUST_0297
CUST-00298,Female,70,39.76,Two year,Electronic check,No,CUST_0298
CUST-00299,Male,40,24.64,Month-to-month,Bank transfer,No,CUST_0299
CUST-00300,Male,7,114.1,Month-to-month,Electronic check,Yes,CUST_0300
CUST-00301,Male,44,101.34,Month-to-month,Bank transfer,Yes,CUST_0301
CUST-00302,Male,69,72.27,Month-to-month,Mailed check,No,CUST_0302
CUST-00303,Male,2,45.8,Two year,Bank transfer,No,CUST_0303
CUST-00304,Female,61,98.18,Month-to-month,Credit card,No,CUST_0304
CUST-00305,Male,59,48.21,One year,Mailed check,No,CUST_0305
CUST-00306,Female,66,41.19,Month-to-month,Credit card,No,CUST_0306
CUST-00307,Male,61,94.81,One year,Credit card,No,CUST_0307
CUST-00308,Male,43,31.25,Month-to-month,Credit card,Yes,CUST_0308
CUST-00309,Female,54,73.82,Month-to-month,Credit card,Yes,CUST_0309
CUST-00310,Female,46,42.21,Month-to-month,Bank transfer,Yes,CUST_0310
CUST-00311,Male,38,33.7,Month-to-month,Mailed check,Yes,CUST_0311
CUST-00312,Female,38,74.18,One year,Bank transfer,No,CUST_0312
CUST-00313,Male,22,49.28,Month-to-month,Electronic check,Yes,CUST_0313
CUST-00314,Male,5,26.6,Month-to-month,Credit card,Yes,CUST_0314
CUST-00315,Male,39,22.36,One year,Electronic check,No,CUST_0315
CUST-00316,Female,34,50.14,Month-to-month,Bank transfer,Yes,CUST_0316
CUST-00317,Female,8,30.71,Month-to-month,Credit card,Yes,CUST_0317
CUST-00318,Male,61,62.51,Month-to-month,Credit card,No,CUST_0318
CUST-00319,Male,22,100.94,Month-to-month,Bank transfer,Yes,CUST_0319
CUST-00320,Male,7,27.46,One year,Mailed check,No,CUST_0320
CUST-00321,Male,38,21.55,Month-to-month,Electronic check,No,CUST_0321
CUST-00322,Female,4,105.82,Month-to-month,Electronic check,Yes,CUST_0322
CUST-00323,Male,37,24.69,Month-to-month,Electronic check,No,CUST_0323
CUST-00324,Male,63,30.09,Two year,Mailed check,No,CUST_0324
CUST-00325,Female,11,111.16,Month-to-month,Electronic check,Yes,CUST_0325
CUST-00326,Female,17,57.71,Two year,Electronic check,No,CUST_0326
CUST-00327,Male,65,91.97,Month-to-month,Electronic check,Yes,CUST_0327
CUST-00328,Female,10,96.37,Month-to-month,Credit card,Yes,CUST_0328
CUST-00329,Male,36,91.43,Month-to-month,Electronic check,No,CUST_0329
CUST-00330,Male,33,118.92,Month-to-month,Credit card,Yes,CUST_0330
CUST-00331,Female,17,89.83,One year,Electronic check,No,CUST_0331
CUST-00332,Male,36,60.43,Month-to-month,Electronic check,No,CUST_0332
CUST-00333,Female,36,99.42,One year,Bank transfer,Yes,CUST_0333
CUST-00334,Male,33,43.11,One year,Electronic check,No,CUST_0334
CUST-00335,Male,2,106.77,Month-to-month,Electronic check,Yes,CUST_0335
CUST-00336,Female,15,81.45,Two year,Electronic check,No,CUST_0336
CUST-00337,Female,23,53.0,Month-to-month,Electronic check,No,CUST_0337
CUST-00338,Female,20,50.99,Month-to-month,Electronic check,Yes,CUST_0338
CUST-00339,Male,58,29.07,Two year,Electronic check,No,CUST_0339
CUST-00340,Male,48,20.31,Month-to-month,Electronic check,No,CUST_0340
CUST-00341,Male,23,21.71,Month-to-month,Bank transfer,No,CUST_0341
CUST-00342,Male,34,31.85,Month-to-month,Bank transfer,No,CUST_0342
CUST-00343,Female,31,96.11,Month-to-month,Electronic check,Yes,CUST_0343
CUST-00344,Female,63,111.21,Two year,Mailed check,No,CUST_0344
CUST-00345,Female,24,62.06,Month-to-month,Credit card,Yes,CUST_0345
CUST-00346,Male,68,96.87,Two year,Electronic check,No,CUST_0346
CUST-00347,Female,5,35.55,Month-to-month,Mailed check,Yes,CUST_0347
CUST-00348,Female,44,70.56,Month-to-month,Electronic check,No,CUST_0348
CUST-00349,Female,11,100.84,Month-to-month,Bank transfer,Yes,CUST_0349
CUST-00350,Female,19,98.72,Month-to-month,Electronic check,Yes,CUST_0350
CUST-00351,Male,20,105.55,One year,Credit card,Yes,CUST_0351
CUST-00352,Male,64,32.23,One year,Mailed check,No,CUST_0352
CUST-00353,Female,53,67.25,Month-to-month,Credit card,Yes,CUST_0353
CUST-00354,Male,50,75.18,Two year,Bank transfer,No,CUST_0354
CUST-00355,Female,31,52.1,Month-to-month,Mailed check,No,CUST_0355
CUST-00356,Male,57,96.49,Two year,Electronic check,No,CUST_0356
CUST-00357,Male,22,106.42,One year,Bank transfer,No,CUST_0357
CUST-00358,Female,27,33.68,Two year,Mailed check,No,CUST_0358
CUST-00359,Female,45,97.04,Month-to-month,Credit card,Yes,CUST_0359
CUST-00360,Female,7,110.58,Two year,Credit card,No,CUST_0360
CUST-00361,Female,34,110.76,Month-to-month,Credit card,No,CUST_0361
CUST-00362,Male,15,52.95,Two year,Credit card,No,CUST_0362
CUST-00363,Female,7,29.85,One year,Electronic check,Yes,CUST_0363
CUST-00364,Male,22,43.42,Month-to-month,Credit card,Yes,CUST_0364
CUST-00365,Female,60,57.21,One year,Mailed check,No,CUST_0365
CUST-00366,Male,52,76.28,Month-to-month,Mailed check,Yes,CUST_0366
CUST-00367,Female,61,70.67,One year,Bank transfer,No,CUST_0367
CUST-00368,Male,39,54.14,Month-to-month,Credit card,No,CUST_0368
CUST-00369,Male,61,45.96,One year,Bank transfer,Yes,CUST_0369
CUST-00370,Female,69,57.64,One year,Mailed check,No,CUST_0370
